charlie-render-conformance/v1
# render-conformance ratchet: 542/542 cells Match (the rest are surfaced Diverge FACTS — see conformance/render/PROVENANCE.md)
# columns: VERDICT<TAB>key[<TAB>detail]
MATCH	aggregation/Sales!E3
MATCH	aggregation/Sales!E4
MATCH	aggregation/Sales!E5
MATCH	aggregation/Sales!E6
MATCH	aggregation/Sales!E7
MATCH	aggregation/Sales!E8
MATCH	aggregation/Sales!E9
MATCH	aggregation/Summary!A1
MATCH	aggregation/Summary!A11
MATCH	aggregation/Summary!A12
MATCH	aggregation/Summary!A13
MATCH	aggregation/Summary!A2
MATCH	aggregation/Summary!A3
MATCH	aggregation/Summary!A4
MATCH	aggregation/Summary!A6
MATCH	aggregation/Summary!A7
MATCH	aggregation/Summary!A8
MATCH	aggregation/Summary!A9
MATCH	aggregation/Summary!B1
MATCH	aggregation/Summary!B11
MATCH	aggregation/Summary!B12
MATCH	aggregation/Summary!B13
MATCH	aggregation/Summary!B2
MATCH	aggregation/Summary!B3
MATCH	aggregation/Summary!B4
MATCH	aggregation/Summary!B6
MATCH	aggregation/Summary!B7
MATCH	aggregation/Summary!B8
MATCH	aggregation/Summary!B9
MATCH	aggregation/Summary!C1
MATCH	aggregation/Summary!C2
MATCH	aggregation/Summary!C3
MATCH	aggregation/Summary!C4
MATCH	aggregation/Summary!C6
MATCH	aggregation/Summary!C7
MATCH	aggregation/Summary!C8
MATCH	aggregation/Summary!C9
MATCH	aggregation/Summary!D1
MATCH	aggregation/Summary!D2
MATCH	aggregation/Summary!D3
MATCH	aggregation/Summary!D4
MATCH	aggregation/Summary!D6
MATCH	aggregation/Summary!D7
MATCH	aggregation/Summary!D8
MATCH	aggregation/Summary!D9
MATCH	conditional/A1
MATCH	conditional/A10
MATCH	conditional/A11
MATCH	conditional/A12
MATCH	conditional/A13
MATCH	conditional/A2
MATCH	conditional/A3
MATCH	conditional/A4
MATCH	conditional/A5
MATCH	conditional/A6
MATCH	conditional/A7
MATCH	conditional/A8
MATCH	conditional/A9
MATCH	conditional/B1
MATCH	conditional/B10
MATCH	conditional/B11
MATCH	conditional/B12
MATCH	conditional/B13
MATCH	conditional/B2
MATCH	conditional/B3
MATCH	conditional/B4
MATCH	conditional/B5
MATCH	conditional/B6
MATCH	conditional/B7
MATCH	conditional/B8
MATCH	conditional/B9
MATCH	conditional/C1
MATCH	conditional/C10
MATCH	conditional/C11
MATCH	conditional/C12
MATCH	conditional/C13
MATCH	conditional/C2
MATCH	conditional/C3
MATCH	conditional/C4
MATCH	conditional/C5
MATCH	conditional/C6
MATCH	conditional/C7
MATCH	conditional/C8
MATCH	conditional/C9
MATCH	conditional/E1
MATCH	conditional/E2
MATCH	conditional/E3
MATCH	conditional/E4
MATCH	conditional/E5
MATCH	conditional/F1
MATCH	conditional/F2
MATCH	conditional/F3
MATCH	conditional/F4
MATCH	conditional/F5
MATCH	dates/Invoices!A1
MATCH	dates/Invoices!A10
MATCH	dates/Invoices!A11
MATCH	dates/Invoices!A12
MATCH	dates/Invoices!A13
MATCH	dates/Invoices!A16
MATCH	dates/Invoices!A17
MATCH	dates/Invoices!A18
MATCH	dates/Invoices!A19
MATCH	dates/Invoices!A2
MATCH	dates/Invoices!A20
MATCH	dates/Invoices!A21
MATCH	dates/Invoices!A3
MATCH	dates/Invoices!A4
MATCH	dates/Invoices!A5
MATCH	dates/Invoices!A6
MATCH	dates/Invoices!A7
MATCH	dates/Invoices!A8
MATCH	dates/Invoices!A9
MATCH	dates/Invoices!B1
MATCH	dates/Invoices!B10
MATCH	dates/Invoices!B11
MATCH	dates/Invoices!B12
MATCH	dates/Invoices!B13
MATCH	dates/Invoices!B16
MATCH	dates/Invoices!B17
MATCH	dates/Invoices!B18
MATCH	dates/Invoices!B19
MATCH	dates/Invoices!B2
MATCH	dates/Invoices!B20
MATCH	dates/Invoices!B21
MATCH	dates/Invoices!B3
MATCH	dates/Invoices!B4
MATCH	dates/Invoices!B5
MATCH	dates/Invoices!B6
MATCH	dates/Invoices!B7
MATCH	dates/Invoices!B8
MATCH	dates/Invoices!B9
MATCH	dates/Invoices!C1
MATCH	dates/Invoices!C10
MATCH	dates/Invoices!C11
MATCH	dates/Invoices!C12
MATCH	dates/Invoices!C13
MATCH	dates/Invoices!C16
MATCH	dates/Invoices!C17
MATCH	dates/Invoices!C18
MATCH	dates/Invoices!C19
MATCH	dates/Invoices!C2
MATCH	dates/Invoices!C20
MATCH	dates/Invoices!C21
MATCH	dates/Invoices!C3
MATCH	dates/Invoices!C4
MATCH	dates/Invoices!C5
MATCH	dates/Invoices!C6
MATCH	dates/Invoices!C7
MATCH	dates/Invoices!C8
MATCH	dates/Invoices!C9
MATCH	dates/Invoices!D1
MATCH	dates/Invoices!D10
MATCH	dates/Invoices!D11
MATCH	dates/Invoices!D12
MATCH	dates/Invoices!D13
MATCH	dates/Invoices!D2
MATCH	dates/Invoices!D3
MATCH	dates/Invoices!D4
MATCH	dates/Invoices!D5
MATCH	dates/Invoices!D6
MATCH	dates/Invoices!D7
MATCH	dates/Invoices!D8
MATCH	dates/Invoices!D9
MATCH	dates/Invoices!E1
MATCH	dates/Invoices!E10
MATCH	dates/Invoices!E11
MATCH	dates/Invoices!E12
MATCH	dates/Invoices!E13
MATCH	dates/Invoices!E2
MATCH	dates/Invoices!E3
MATCH	dates/Invoices!E4
MATCH	dates/Invoices!E5
MATCH	dates/Invoices!E6
MATCH	dates/Invoices!E7
MATCH	dates/Invoices!E8
MATCH	dates/Invoices!E9
MATCH	dates/Invoices!F1
MATCH	dates/Invoices!F10
MATCH	dates/Invoices!F11
MATCH	dates/Invoices!F12
MATCH	dates/Invoices!F13
MATCH	dates/Invoices!F2
MATCH	dates/Invoices!F3
MATCH	dates/Invoices!F4
MATCH	dates/Invoices!F5
MATCH	dates/Invoices!F6
MATCH	dates/Invoices!F7
MATCH	dates/Invoices!F8
MATCH	dates/Invoices!F9
MATCH	dates/Invoices!H1
MATCH	dates/Invoices!I1
MATCH	lookup-join/Orders!A1
MATCH	lookup-join/Orders!A10
MATCH	lookup-join/Orders!A11
MATCH	lookup-join/Orders!A2
MATCH	lookup-join/Orders!A3
MATCH	lookup-join/Orders!A4
MATCH	lookup-join/Orders!A5
MATCH	lookup-join/Orders!A6
MATCH	lookup-join/Orders!A7
MATCH	lookup-join/Orders!A8
MATCH	lookup-join/Orders!A9
MATCH	lookup-join/Orders!B1
MATCH	lookup-join/Orders!B10
MATCH	lookup-join/Orders!B11
MATCH	lookup-join/Orders!B2
MATCH	lookup-join/Orders!B3
MATCH	lookup-join/Orders!B4
MATCH	lookup-join/Orders!B5
MATCH	lookup-join/Orders!B6
MATCH	lookup-join/Orders!B7
MATCH	lookup-join/Orders!B8
MATCH	lookup-join/Orders!B9
MATCH	lookup-join/Orders!C1
MATCH	lookup-join/Orders!C10
MATCH	lookup-join/Orders!C11
MATCH	lookup-join/Orders!C2
MATCH	lookup-join/Orders!C3
MATCH	lookup-join/Orders!C4
MATCH	lookup-join/Orders!C5
MATCH	lookup-join/Orders!C6
MATCH	lookup-join/Orders!C7
MATCH	lookup-join/Orders!C8
MATCH	lookup-join/Orders!C9
MATCH	lookup-join/Orders!D1
MATCH	lookup-join/Orders!D10
MATCH	lookup-join/Orders!D11
MATCH	lookup-join/Orders!D2
MATCH	lookup-join/Orders!D3
MATCH	lookup-join/Orders!D4
MATCH	lookup-join/Orders!D5
MATCH	lookup-join/Orders!D6
MATCH	lookup-join/Orders!D7
MATCH	lookup-join/Orders!D8
MATCH	lookup-join/Orders!D9
MATCH	lookup-join/Orders!E1
MATCH	lookup-join/Orders!E10
MATCH	lookup-join/Orders!E11
MATCH	lookup-join/Orders!E2
MATCH	lookup-join/Orders!E3
MATCH	lookup-join/Orders!E4
MATCH	lookup-join/Orders!E5
MATCH	lookup-join/Orders!E6
MATCH	lookup-join/Orders!E7
MATCH	lookup-join/Orders!E8
MATCH	lookup-join/Orders!E9
MATCH	lookup-join/Orders!F1
MATCH	lookup-join/Orders!F10
MATCH	lookup-join/Orders!F11
MATCH	lookup-join/Orders!F12
MATCH	lookup-join/Orders!F2
MATCH	lookup-join/Orders!F3
MATCH	lookup-join/Orders!F4
MATCH	lookup-join/Orders!F5
MATCH	lookup-join/Orders!F6
MATCH	lookup-join/Orders!F7
MATCH	lookup-join/Orders!F8
MATCH	lookup-join/Orders!F9
MATCH	lookup-join/Orders!G1
MATCH	lookup-join/Orders!G10
MATCH	lookup-join/Orders!G11
MATCH	lookup-join/Orders!G2
MATCH	lookup-join/Orders!G3
MATCH	lookup-join/Orders!G4
MATCH	lookup-join/Orders!G5
MATCH	lookup-join/Orders!G6
MATCH	lookup-join/Orders!G7
MATCH	lookup-join/Orders!G8
MATCH	lookup-join/Orders!G9
MATCH	lookup-join/Orders!H1
MATCH	lookup-join/Orders!H10
MATCH	lookup-join/Orders!H11
MATCH	lookup-join/Orders!H12
MATCH	lookup-join/Orders!H2
MATCH	lookup-join/Orders!H3
MATCH	lookup-join/Orders!H4
MATCH	lookup-join/Orders!H5
MATCH	lookup-join/Orders!H6
MATCH	lookup-join/Orders!H7
MATCH	lookup-join/Orders!H8
MATCH	lookup-join/Orders!H9
MATCH	lookup-join/Products!A1
MATCH	lookup-join/Products!A2
MATCH	lookup-join/Products!A3
MATCH	lookup-join/Products!A4
MATCH	lookup-join/Products!A5
MATCH	lookup-join/Products!A6
MATCH	lookup-join/Products!A7
MATCH	lookup-join/Products!B1
MATCH	lookup-join/Products!B2
MATCH	lookup-join/Products!B3
MATCH	lookup-join/Products!B4
MATCH	lookup-join/Products!B5
MATCH	lookup-join/Products!B6
MATCH	lookup-join/Products!B7
MATCH	lookup-join/Products!C1
MATCH	lookup-join/Products!C2
MATCH	lookup-join/Products!C3
MATCH	lookup-join/Products!C4
MATCH	lookup-join/Products!C5
MATCH	lookup-join/Products!C6
MATCH	lookup-join/Products!C7
MATCH	model/Amortization!A1
MATCH	model/Amortization!A10
MATCH	model/Amortization!A11
MATCH	model/Amortization!A12
MATCH	model/Amortization!A13
MATCH	model/Amortization!A2
MATCH	model/Amortization!A3
MATCH	model/Amortization!A4
MATCH	model/Amortization!A5
MATCH	model/Amortization!A6
MATCH	model/Amortization!A7
MATCH	model/Amortization!A8
MATCH	model/Amortization!A9
MATCH	model/Amortization!B1
MATCH	model/Amortization!B10
MATCH	model/Amortization!B11
MATCH	model/Amortization!B12
MATCH	model/Amortization!B13
MATCH	model/Amortization!B2
MATCH	model/Amortization!B3
MATCH	model/Amortization!B4
MATCH	model/Amortization!B5
MATCH	model/Amortization!B6
MATCH	model/Amortization!B7
MATCH	model/Amortization!B8
MATCH	model/Amortization!B9
MATCH	model/Amortization!C1
MATCH	model/Amortization!C10
MATCH	model/Amortization!C11
MATCH	model/Amortization!C12
MATCH	model/Amortization!C13
MATCH	model/Amortization!C2
MATCH	model/Amortization!C3
MATCH	model/Amortization!C4
MATCH	model/Amortization!C5
MATCH	model/Amortization!C6
MATCH	model/Amortization!C7
MATCH	model/Amortization!C8
MATCH	model/Amortization!C9
MATCH	model/Amortization!D1
MATCH	model/Amortization!D10
MATCH	model/Amortization!D11
MATCH	model/Amortization!D12
MATCH	model/Amortization!D13
MATCH	model/Amortization!D2
MATCH	model/Amortization!D3
MATCH	model/Amortization!D4
MATCH	model/Amortization!D5
MATCH	model/Amortization!D6
MATCH	model/Amortization!D7
MATCH	model/Amortization!D8
MATCH	model/Amortization!D9
MATCH	model/Amortization!E1
MATCH	model/Amortization!E10
MATCH	model/Amortization!E11
MATCH	model/Amortization!E12
MATCH	model/Amortization!E13
MATCH	model/Amortization!E2
MATCH	model/Amortization!E3
MATCH	model/Amortization!E4
MATCH	model/Amortization!E5
MATCH	model/Amortization!E6
MATCH	model/Amortization!E7
MATCH	model/Amortization!E8
MATCH	model/Amortization!E9
MATCH	model/Amortization!F1
MATCH	model/Amortization!F10
MATCH	model/Amortization!F11
MATCH	model/Amortization!F12
MATCH	model/Amortization!F13
MATCH	model/Amortization!F2
MATCH	model/Amortization!F3
MATCH	model/Amortization!F4
MATCH	model/Amortization!F5
MATCH	model/Amortization!F6
MATCH	model/Amortization!F7
MATCH	model/Amortization!F8
MATCH	model/Amortization!F9
MATCH	model/Inputs!A1
MATCH	model/Inputs!A2
MATCH	model/Inputs!A3
MATCH	model/Inputs!A4
MATCH	model/Inputs!A5
MATCH	model/Inputs!A6
MATCH	model/Inputs!B1
MATCH	model/Inputs!B2
MATCH	model/Inputs!B3
MATCH	model/Inputs!B4
MATCH	model/Inputs!B5
MATCH	model/Inputs!B6
MATCH	model/Summary!A1
MATCH	model/Summary!A2
MATCH	model/Summary!A3
MATCH	model/Summary!A4
MATCH	model/Summary!A5
MATCH	model/Summary!B1
MATCH	model/Summary!B2
MATCH	model/Summary!B3
MATCH	model/Summary!B4
MATCH	model/Summary!B5
MATCH	text/A1
MATCH	text/A10
MATCH	text/A11
MATCH	text/A12
MATCH	text/A13
MATCH	text/A2
MATCH	text/A3
MATCH	text/A4
MATCH	text/A5
MATCH	text/A6
MATCH	text/A7
MATCH	text/A8
MATCH	text/A9
MATCH	text/B1
MATCH	text/B10
MATCH	text/B11
MATCH	text/B12
MATCH	text/B13
MATCH	text/B2
MATCH	text/B3
MATCH	text/B4
MATCH	text/B5
MATCH	text/B6
MATCH	text/B7
MATCH	text/B8
MATCH	text/B9
MATCH	text/C1
MATCH	text/C10
MATCH	text/C11
MATCH	text/C12
MATCH	text/C13
MATCH	text/C2
MATCH	text/C3
MATCH	text/C4
MATCH	text/C5
MATCH	text/C6
MATCH	text/C7
MATCH	text/C8
MATCH	text/C9
MATCH	text/D1
MATCH	text/D10
MATCH	text/D11
MATCH	text/D12
MATCH	text/D13
MATCH	text/D2
MATCH	text/D3
MATCH	text/D4
MATCH	text/D5
MATCH	text/D6
MATCH	text/D7
MATCH	text/D8
MATCH	text/D9
MATCH	text/E1
MATCH	text/E10
MATCH	text/E11
MATCH	text/E12
MATCH	text/E13
MATCH	text/E2
MATCH	text/E3
MATCH	text/E4
MATCH	text/E5
MATCH	text/E6
MATCH	text/E7
MATCH	text/E8
MATCH	text/E9
MATCH	text/F1
MATCH	text/F10
MATCH	text/F11
MATCH	text/F12
MATCH	text/F13
MATCH	text/F2
MATCH	text/F3
MATCH	text/F4
MATCH	text/F5
MATCH	text/F6
MATCH	text/F7
MATCH	text/F8
MATCH	text/F9
